[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2013-12-11 15:13:30,588 [11] DEBUG BWCMAPI.Global api request = /yada
2013-12-11 20:58:42,915 [12] DEBUG BWCMAPI.Global api request = /players
2013-12-11 20:59:08,444 [13] DEBUG BWCMAPI.Global shutting down
2013-12-11 20:59:13,633 [13] DEBUG BWCMAPI.Global startup
2013-12-11 20:59:13,641 [13] DEBUG BWCMAPI.Global user name = redshirt
2013-12-11 20:59:13,641 [13] DEBUG BWCMAPI.Global user name = newby
2013-12-11 20:59:14,405 [13] DEBUG BWCMAPI.Global Scala.loadData
2013-12-11 20:59:14,502 [13] DEBUG BWCMAPI.Global Scala.loadData: System.Web.Services.Protocols.SoapException: Searchrestriction cannot be empty or null
   at System.Web.Services.Protocols.SoapHttpClientProtocol.ReadResponse(SoapClientMessage message, WebResponse response, Stream responseStream, Boolean asyncCall)
   at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName, Object[] parameters)
   at ScalaWS.Playlist.playlistService.listCategories(searchCriteriaTO[] searchCriteria, listResultCriteriaTO listResult) in C:\Zenith\Experiments\Scala\ScalaWS\playlistService.cs:line 2055
   at BWCMAPI.Scala.loadData() in C:\Zenith\Baldwin Wallace\Scala\BWCM\BWCMAPI\Scala.cs:line 47
2013-12-11 20:59:14,502 [13] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-11 20:59:14,665 [13] DEBUG BWCMAPI.Global api request = /players
2013-12-11 20:59:44,259 [19] DEBUG BWCMAPI.Global shutting down
2013-12-11 20:59:47,975 [13] DEBUG BWCMAPI.Global startup
2013-12-11 20:59:47,983 [13] DEBUG BWCMAPI.Global user name = redshirt
2013-12-11 20:59:47,983 [13] DEBUG BWCMAPI.Global user name = newby
2013-12-11 20:59:48,732 [13] DEBUG BWCMAPI.Global Scala.loadData
2013-12-11 20:59:48,792 [13] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-11 20:59:48,808 [13] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-11 20:59:48,830 [13] DEBUG BWCMAPI.Global found template: BW Template Left Image.scb
2013-12-11 20:59:48,830 [13] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-11 20:59:49,002 [13] DEBUG BWCMAPI.Global api request = /players
2013-12-11 20:59:57,174 [20] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:00:00,886 [4] DEBUG BWCMAPI.Global api request = /players
2013-12-11 21:13:45,581 [4] DEBUG BWCMAPI.Global shutting down
2013-12-11 21:17:13,200 [14] DEBUG BWCMAPI.Global startup
2013-12-11 21:17:13,208 [14] DEBUG BWCMAPI.Global user name = redshirt
2013-12-11 21:17:13,208 [14] DEBUG BWCMAPI.Global user name = newby
2013-12-11 21:17:14,032 [14] DEBUG BWCMAPI.Global Scala.loadData
2013-12-11 21:17:14,093 [14] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-11 21:17:14,108 [14] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-11 21:17:14,130 [14] DEBUG BWCMAPI.Global found template: BW Template Left Image.scb
2013-12-11 21:17:14,130 [14] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-11 21:19:03,091 [4] DEBUG BWCMAPI.Global shutting down
2013-12-11 21:19:44,662 [18] DEBUG BWCMAPI.Global startup
2013-12-11 21:19:44,670 [18] DEBUG BWCMAPI.Global user name = redshirt
2013-12-11 21:19:44,670 [18] DEBUG BWCMAPI.Global user name = newby
2013-12-11 21:19:45,464 [18] DEBUG BWCMAPI.Global Scala.loadData
2013-12-11 21:19:45,525 [18] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-11 21:19:45,538 [18] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-11 21:19:45,580 [18] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-11 21:19:45,583 [18] DEBUG BWCMAPI.Global url = '/foo'
2013-12-11 21:19:52,959 [18] DEBUG BWCMAPI.Global url = '/favicon.ico'
2013-12-11 21:19:59,800 [18] DEBUG BWCMAPI.Global url = '/index.html'
2013-12-11 21:20:00,134 [14] DEBUG BWCMAPI.Global url = '/css/bootstrap.css'
2013-12-11 21:20:00,142 [21] DEBUG BWCMAPI.Global url = '/js/jquery.js'
2013-12-11 21:20:00,151 [13] DEBUG BWCMAPI.Global url = '/js/bootstrap.js'
2013-12-11 21:20:05,699 [14] DEBUG BWCMAPI.Global shutting down
2013-12-11 21:20:25,852 [19] DEBUG BWCMAPI.Global startup
2013-12-11 21:20:25,860 [19] DEBUG BWCMAPI.Global user name = redshirt
2013-12-11 21:20:25,860 [19] DEBUG BWCMAPI.Global user name = newby
2013-12-11 21:20:26,655 [19] DEBUG BWCMAPI.Global Scala.loadData
2013-12-11 21:20:26,714 [19] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-11 21:20:26,727 [19] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-11 21:20:26,767 [19] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-11 21:28:20,684 [21] DEBUG BWCMAPI.Global shutting down
2013-12-11 21:28:35,608 [19] DEBUG BWCMAPI.Global startup
2013-12-11 21:28:35,616 [19] DEBUG BWCMAPI.Global user name = redshirt
2013-12-11 21:28:35,616 [19] DEBUG BWCMAPI.Global user name = newby
2013-12-11 21:28:36,472 [19] DEBUG BWCMAPI.Global Scala.loadData
2013-12-11 21:28:36,536 [19] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-11 21:28:36,551 [19] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-11 21:28:36,593 [19] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-11 21:29:37,267 [14] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:30:41,752 [12] DEBUG BWCMAPI.Global shutting down
2013-12-11 21:30:45,515 [19] DEBUG BWCMAPI.Global startup
2013-12-11 21:30:45,523 [19] DEBUG BWCMAPI.Global user name = redshirt
2013-12-11 21:30:45,523 [19] DEBUG BWCMAPI.Global user name = newby
2013-12-11 21:30:46,256 [19] DEBUG BWCMAPI.Global Scala.loadData
2013-12-11 21:30:46,313 [19] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-11 21:30:46,325 [19] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-11 21:30:46,365 [19] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-11 21:30:46,659 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:31:01,463 [14] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:31:05,284 [4] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:31:48,520 [4] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:31:51,794 [12] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:40:52,697 [13] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:41:03,790 [12] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:42:46,631 [4] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:43:15,442 [18] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:43:49,558 [18] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:44:06,931 [12] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:46:29,823 [14] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:46:45,768 [13] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:47:15,966 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:47:24,143 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:48:13,584 [4] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:48:42,758 [13] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:48:43,759 [21] DEBUG BWCMAPI.Global api request = /logout
2013-12-11 21:48:44,080 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:50:43,354 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:51:52,844 [18] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:52:19,586 [18] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:52:21,686 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:55:35,005 [13] DEBUG BWCMAPI.Global shutting down
2013-12-11 21:55:49,512 [12] DEBUG BWCMAPI.Global startup
2013-12-11 21:55:49,520 [12] DEBUG BWCMAPI.Global user name = redshirt
2013-12-11 21:55:49,520 [12] DEBUG BWCMAPI.Global user name = newby
2013-12-11 21:55:50,283 [12] DEBUG BWCMAPI.Global Scala.loadData
2013-12-11 21:55:50,347 [12] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-11 21:55:50,362 [12] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-11 21:55:50,406 [12] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-11 21:55:51,080 [4] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:56:51,191 [13] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:56:53,611 [18] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:56:53,931 [12] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:56:55,449 [18] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:56:55,766 [4] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:57:16,626 [18] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:57:16,882 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:57:32,129 [18] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:57:34,538 [14] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:57:34,856 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:57:40,673 [19] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:57:40,992 [13] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:57:44,498 [12] DEBUG BWCMAPI.Global api request = /logout
2013-12-11 21:57:44,816 [12] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:57:50,075 [13] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:57:50,391 [13] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:59:07,631 [4] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:59:08,963 [21] DEBUG BWCMAPI.Global api request = /logout
2013-12-11 21:59:09,282 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:59:11,148 [13] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:59:11,470 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-11 21:59:21,464 [19] DEBUG BWCMAPI.Global api request = /login
2013-12-11 21:59:21,782 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-12 07:54:50,641 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-12 08:11:58,922 [19] DEBUG BWCMAPI.Global shutting down
2013-12-12 08:51:06,844 [4] DEBUG BWCMAPI.Global startup
2013-12-12 08:53:50,767 [9] DEBUG BWCMAPI.Global shutting down
2013-12-12 08:54:22,255 [5] DEBUG BWCMAPI.Global startup
2013-12-12 08:54:22,286 [5] DEBUG BWCMAPI.Global user name = redshirt
2013-12-12 08:54:22,286 [5] DEBUG BWCMAPI.Global user name = newby
2013-12-12 08:54:23,244 [5] DEBUG BWCMAPI.Global Scala.loadData
2013-12-12 08:54:25,445 [5] DEBUG BWCMAPI.Global Scala.loadData: System.Net.WebException: Unable to connect to the remote server ---> System.Net.Sockets.SocketException: No connection could be made because the target machine actively refused it 127.0.0.1:8080
   at System.Net.Sockets.Socket.DoConnect(EndPoint endPointSnapshot, SocketAddress socketAddress)
   at System.Net.Sockets.Socket.InternalConnect(EndPoint remoteEP)
   at System.Net.ServicePoint.ConnectSocketInternal(Boolean connectFailure, Socket s4, Socket s6, Socket& socket, IPAddress& address, ConnectSocketState state, IAsyncResult asyncResult, Int32 timeout, Exception& exception)
   --- End of inner exception stack trace ---
   at System.Net.HttpWebRequest.GetRequestStream(TransportContext& context)
   at System.Net.HttpWebRequest.GetRequestStream()
   at System.Web.Services.Protocols.SoapHttpClientProtocol.Invoke(String methodName, Object[] parameters)
   at ScalaWS.Playlist.playlistService.listCategories(searchCriteriaTO[] searchCriteria, listResultCriteriaTO listResult) in C:\Zenith\Experiments\Scala\ScalaWS\playlistService.cs:line 2055
   at BWCMAPI.Scala.loadData() in C:\Zenith\Baldwin Wallace\Scala\BWCM\BWCMAPI\Scala.cs:line 47
2013-12-12 08:54:25,445 [5] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-12 08:54:25,663 [5] DEBUG BWCMAPI.Global api request = /info
2013-12-12 08:54:38,328 [10] DEBUG BWCMAPI.Global api request = /info
2013-12-12 09:00:41,520 [11] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:05:30,838 [16] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:05:39,851 [18] DEBUG BWCMAPI.Global api request = /login
2013-12-13 14:05:40,179 [16] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:07:19,432 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:09:09,680 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:09:56,151 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:15:22,327 [18] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:16:03,113 [16] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:16:04,922 [17] DEBUG BWCMAPI.Global api request = /logout
2013-12-13 14:16:05,237 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:16:19,889 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:16:21,965 [21] DEBUG BWCMAPI.Global api request = /login
2013-12-13 14:16:22,280 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:17:28,078 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:18:02,422 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:18:06,713 [19] DEBUG BWCMAPI.Global api request = /logout
2013-12-13 14:18:07,030 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:18:11,032 [18] DEBUG BWCMAPI.Global api request = /login
2013-12-13 14:18:11,346 [16] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:18:13,385 [17] DEBUG BWCMAPI.Global api request = /login
2013-12-13 14:18:13,700 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:18:41,497 [20] DEBUG BWCMAPI.Global api request = /logout
2013-12-13 14:18:43,774 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:19:20,351 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:19:24,118 [21] DEBUG BWCMAPI.Global api request = /login
2013-12-13 14:19:37,486 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:20:16,509 [15] DEBUG BWCMAPI.Global api request = /login
2013-12-13 14:20:16,765 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:21:00,894 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:21:05,587 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:21:07,716 [20] DEBUG BWCMAPI.Global api request = /login
2013-12-13 14:21:08,031 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:21:10,704 [16] DEBUG BWCMAPI.Global api request = /login
2013-12-13 14:21:11,019 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:24:41,397 [21] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:28:20,882 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:28:21,125 [15] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:28:59,323 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:28:59,574 [15] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:32:51,744 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:32:51,933 [16] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:33:45,891 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:33:46,135 [21] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:34:27,817 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:34:28,058 [16] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:34:46,400 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:34:46,639 [21] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:34:58,694 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:34:58,938 [16] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:35:15,454 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:35:15,700 [18] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:41:26,830 [18] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:45:24,812 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:45:25,061 [15] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:45:37,060 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:45:37,302 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:48:12,387 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:48:12,625 [18] DEBUG BWCMAPI.Global api request = /users
2013-12-13 14:50:04,966 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 14:50:05,206 [15] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:15:06,994 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:15:11,476 [18] DEBUG BWCMAPI.Global api request = /login
2013-12-13 15:15:11,792 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:15:12,047 [20] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:18:16,008 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:18:18,976 [20] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:18:20,939 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:18:20,957 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:20:42,677 [16] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:20:42,925 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:37:24,487 [21] DEBUG BWCMAPI.Global shutting down
2013-12-13 15:37:47,976 [17] DEBUG BWCMAPI.Global startup
2013-12-13 15:38:31,374 [16] DEBUG BWCMAPI.Global shutting down
2013-12-13 15:38:35,357 [18] DEBUG BWCMAPI.Global startup
2013-12-13 15:38:56,640 [21] DEBUG BWCMAPI.Global shutting down
2013-12-13 15:38:59,081 [16] DEBUG BWCMAPI.Global startup
2013-12-13 15:39:00,092 [16] DEBUG BWCMAPI.Global Scala.loadData
2013-12-13 15:39:02,793 [16] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-13 15:39:02,887 [16] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-13 15:39:03,226 [16] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-13 15:39:04,243 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:39:09,818 [17] DEBUG BWCMAPI.Global api request = /login
2013-12-13 15:39:10,134 [18] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:39:10,389 [18] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:41:12,137 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:41:12,385 [19] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:42:08,990 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:42:09,237 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:43:11,467 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:43:11,713 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:43:59,615 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:43:59,641 [16] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:44:18,240 [16] DEBUG BWCMAPI.Global api request = /users/update
2013-12-13 15:45:10,770 [16] DEBUG BWCMAPI.Global shutting down
2013-12-13 15:46:19,559 [21] DEBUG BWCMAPI.Global startup
2013-12-13 15:46:20,444 [21] DEBUG BWCMAPI.Global Scala.loadData
2013-12-13 15:46:20,515 [21] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-13 15:46:20,529 [21] DEBUG BWCMAPI.Global matched playlist BWCM Solaria
2013-12-13 15:46:20,583 [21] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-13 15:46:20,758 [21] DEBUG BWCMAPI.Global api request = /users/update
2013-12-13 15:46:22,691 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:46:25,323 [16] DEBUG BWCMAPI.Global api request = /login
2013-12-13 15:46:25,638 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:46:25,893 [15] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:49:23,916 [18] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:49:24,171 [18] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:55:37,647 [20] DEBUG BWCMAPI.Global api request = /info
2013-12-13 15:55:37,902 [20] DEBUG BWCMAPI.Global api request = /users
2013-12-13 15:58:49,642 [18] DEBUG BWCMAPI.Global api request = /users/update
2013-12-13 15:59:08,205 [15] DEBUG BWCMAPI.Global api request = /users/update
2013-12-13 16:08:14,274 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:08:14,529 [18] DEBUG BWCMAPI.Global api request = /users
2013-12-13 16:08:27,828 [19] DEBUG BWCMAPI.Global api request = /users/update
2013-12-13 16:17:03,115 [19] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:17:03,352 [19] DEBUG BWCMAPI.Global api request = /users
2013-12-13 16:17:38,725 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:17:38,962 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 16:17:42,785 [17] DEBUG BWCMAPI.Global api request = /users/update
2013-12-13 16:17:43,230 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 16:17:43,447 [16] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-13 16:17:48,455 [19] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-13 16:17:51,862 [17] DEBUG BWCMAPI.Global api request = /logout
2013-12-13 16:17:52,178 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:17:53,462 [16] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-13 16:17:54,759 [15] DEBUG BWCMAPI.Global api request = /login
2013-12-13 16:17:55,075 [17] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:17:55,330 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 16:17:56,823 [15] DEBUG BWCMAPI.Global api request = /logout
2013-12-13 16:17:57,139 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:17:58,470 [17] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-13 16:17:58,842 [20] DEBUG BWCMAPI.Global api request = /login
2013-12-13 16:17:59,158 [21] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:18:01,198 [21] DEBUG BWCMAPI.Global api request = /login
2013-12-13 16:18:01,513 [18] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:18:02,107 [20] DEBUG BWCMAPI.Global api request = /login
2013-12-13 16:18:02,421 [15] DEBUG BWCMAPI.Global api request = /info
2013-12-13 16:18:02,677 [17] DEBUG BWCMAPI.Global api request = /users
2013-12-13 16:18:03,478 [16] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-13 16:18:08,377 [20] DEBUG BWCMAPI.Global api request = /users/update
